name,wm_ID,rating,num_of_rating,price,feat_labels,feat_values,about_text,about_details
Skull Candy Jib W/mic Black/black,Walmart #  564871457,4.2,369 ratings,$9.88 ,"['Headphone Type', 'Wireless', 'Wireless Technology']","['In-Ear Headphones', 'N', 'None']","Jib earbuds with mic let you manage calls and music thanks to an inline microphone and remote with call, track, and volume controls. Quality ear gels create a noise isolating fit so your music stays in, and everything else stays out.  1. Supreme Sound?      2. Noise Isolating Fit      3. In-Line Microphone   ","['Specifications', 'Comparison Chart']"
"On Ear Headphones with Mic, Jelly Comb Foldable Corded Headphones Wired Headsets with Microphone, Volume Control for Cell Phone, Tablet, PC, Laptop, MP3/4, Video Game", ,4.2,268 ratings,$19.95 ,"['Headphone Type', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'for Cell Phone, Tablet, PC, Laptop, MP3/4, Video Game', 'None']","? PREMIUM COMFORT ON-EAR HEADPHONES: Comfortable on-ear lightweight design along with soft ear cushions and adjustable padded headband provide premium comfort even during long listening sessions.? FOLDABLE AND PORTABLE HEADPHONES: Foldable design for portability makes the corded headphones easy to put into your package and take along anywhere. ? MULTI-FUNCTION IN-LINE CONTROL: The corded headphones features an in-line microphone for hands-free phone calls with one button control and one volume control. Adjust the volume to a comfortable level, easily control your music: Play, Pause, Previous, Next. ? STEREO BASS: Excellent rich & dynamic sound quality with bass response, delivering competitive acoustic performance with a unique look and feel.? UNIVERSAL COMPATIBILITY: Equipped with 46"" tangle-free cable, compatible with almost all 3.5mm jack audio devices: iPhone, iPad, iPod, Android cell phones, tablets, PC, laptops, Mac and more. The on-ear headphones with mic, designed with stretchable headband and soft leather earmuffs, fit perfectly and securely on your head, which you can wear all day without any discomfort. Unique in-line control design makes it easy to adjust the volume, enjoy music and chat with your friends. Stereo bass sound provides you the superior audio experience. Features:? Fashionable stylish sleek and trendy design.? Rich and dynamic sound with stereo bass.? Lightweight and foldable design for convenient storage and carrying. Flexible headband for easier sizing.? Minimize outside noise due to soft cushioned, pressure-relieving ear padding. ? 46 inches tangle-free cord with multi-function in-line control, adjust the volume at your fingertips, easily control your music with one button: pause, play, next song, previous song.? Built-in microphone makes hands-free talk at ease anytime.? Support all devices with a 3.5mm jack: Cellphones, tablets, PC, laptops, MP3/4, etc. Specifications:Frequency Response: 20-20KHzImpedance: 32ohm±15%Sensitivity: 103dB±15%Cable Length: 46 inchMicrophone: Built-inJack: 3.5mmPackage Included:1 x Headphones ","['? MULTI-FUNCTION IN-LINE CONTROL: The corded headphones features an in-line microphone for hands-free phone calls with one button control and one volume control. Adjust the volume to a comfortable level, easily control your music: Play, Pause, Previous, Next.', '? STEREO BASS: Excellent rich & dynamic sound quality with bass response, delivering competitive acoustic performance with a unique look and feel.? UNIVERSAL COMPATIBILITY: Equipped with 46"" tangle-free cable, compatible with almost all 3.5mm jack audio devices: iPhone, iPad, iPod, Android cell phones, tablets, PC, laptops, Mac and more.', 'The on-ear headphones with mic, designed with stretchable headband and soft leather earmuffs, fit perfectly and securely on your head, which you can wear all day without any discomfort. Unique in-line control design makes it easy to adjust the volume, enjoy music and chat with your friends. Stereo bass sound provides you the superior audio experience.', 'Features:? Fashionable stylish sleek and trendy design.? Rich and dynamic sound with stereo bass.? Lightweight and foldable design for convenient storage and carrying. Flexible headband for easier sizing.? Minimize outside noise due to soft cushioned, pressure-relieving ear padding.', '? 46 inches tangle-free cord with multi-function in-line control, adjust the volume at your fingertips, easily control your music with one button: pause, play, next song, previous song.? Built-in microphone makes hands-free talk at ease anytime.? Support all devices with a 3.5mm jack: Cellphones, tablets, PC, laptops, MP3/4, etc.', 'Specifications:Frequency Response: 20-20KHzImpedance: 32ohm±15%Sensitivity: 103dB±15%Cable Length: 46 inchMicrophone: Built-inJack: 3.5mmPackage Included:1 x Headphones']"
"JLab Audio JBuds Air True Wireless Signature Bluetooth Earbuds + Charging Case - IP55 Sweat Resistance - Bluetooth 5.0 Connection - 3 EQ Sound Settings: JLab Signature, Balanced, Bass Boost - Black",Walmart #  570332683,4,1198 ratings,$49.88 ,"['Headphone Type', 'Headphone Style', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'In-Ear', 'True Wireless', '1', 'iPhone, iPad, Galaxy, One, Surface, Android, iOS, Tablets, Mobile Devices', 'Bluetooth']","GO light as air. Time to GO on the move, in a pinch, out the door. Grab your JBuds Air True Wireless Earbuds as you head to work, get to the gym, or jump on an airplane. A 3-4-hour battery life with Bluetooth 5.0 gives you just enough power to get through those music moments. Their innovative charging case provides 10 extra hours to the earbuds so you can charge back up quickly. Automatically turning on and connecting to each other right out of the case, they provide hassle-free technology. Perfect for on-the-GO moments.Auto On & Playtime  JBuds Air automatically turn on and connect to each other once taken out of their charge case so you can keep going hassle-free. A Bluetooth 5.0 connection keeps you going for 3-4 hours in each earbud plus 7 extra hours of charge in the case.  *Since launch the JBuds Air have included Bluetooth 5. The package wasn't updated in time for the launch so note that your package may say Bluetooth 4.2. Enjoy the upgraded Bluetooth 5.   Custom EQ3 Sound  Choose the sound to match your personal preference between three options: Signature, Balanced, and Bass Boost modes ? without an app. Crystal clear sound, no matter what.   Control It All  Control all your music and volume with a tap or two on the outside of the earbud. Utilize the built-in microphone to activate Siri, Google Assistant, or take phone calls and keep GOing on the move.   Everyday Proof  An IP55 sweat resistance helps the earbuds hold up against moisture and dirt so you never have to worry during any hobby, travel, or workout.","['Walmart+', 'Grocery Pickup & Delivery', 'MoneyCenter', 'Walmart Credit Card', 'Walmart Pay', 'Weekly Ad', 'Other Services']"
Sony WH-CH510 Wireless On-Ear Headphones with Mic- Black,Walmart #  575975730,3.8,71 ratings,$49.88 ,"['Headphone Type', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['Wireless Headphones', 'Y', 'Portable electronics', '1', 'Bluetooth']","Get dynamic sound and all-day listening in a wireless headphone. The zero-compromise WH-CH510 wireless headphones feature an extra-long battery life of up to 35 hours. 30mm drivers bring crisp, clear sound, no matter what you're listening to. Make hands-free calls with the built-in microphone, and recharge with the updated USB-C connection. (This item has been discontinued by manufacturer, but is still available for purchase here) Listen all day long with up to 35 hours of playback time Listen to your favorite tracks wirelessly with a Bluetooth wireless technology by pairing your smartphone or tablet 30mm driver unit for dynamic sound Swivel design for easy travel Easy hands-free calling and voice assistant commands with microphone Voice assistant-compatible for easy access to your smartphone Next-generation USB Type C charging In the box: USB type-C Cable HEADPHONE TYPE -Closed Dynamic VOLUME CONTROL - Yes BATTERY CHARGE TIME - Approx. 4.5 hrs (Full charge) BATTERY LIFE (CONTINUOUS MUSIC PLAYBACK TIME) - Max. 35 h (fully charged) EFFECTIVE RANGE - Line of sight approx. 30 ft (10 m) Weight - 4.66 oz ","['Listen all day long with up to 35 hours of playback time', 'Listen to your favorite tracks wirelessly with a Bluetooth wireless technology by pairing your smartphone or tablet', '30mm driver unit for dynamic sound', 'Swivel design for easy travel', 'Easy hands-free calling and voice assistant commands with microphone', 'Voice assistant-compatible for easy access to your smartphone', 'Next-generation USB Type C charging', 'In the box: USB type-C Cable', 'HEADPHONE TYPE -Closed Dynamic', 'VOLUME CONTROL - Yes', 'BATTERY CHARGE TIME - Approx. 4.5 hrs (Full charge)', 'BATTERY LIFE (CONTINUOUS MUSIC PLAYBACK TIME) - Max. 35 h (fully charged)', 'EFFECTIVE RANGE - Line of sight approx. 30 ft (10 m)', 'Weight -\xa04.66 oz']"
Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,230 ratings,$379.00 ,"['Headphone Type', 'Headphone Style', 'Wireless', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'Over-Ear', 'Y', 'Bluetooth', 'Bluetooth']","Turn any space into the perfect place to listen to music, make phone calls, or get work done. Featuring powerful noise cancelling, astonishing sound, unrivaled voice pickup, and so much more, Bose Noise Cancelling Headphones 700 reinvent what headphones are and redefine what headphones can be. You can tap into the Google Assistant with the single touch of a button or access the world of Amazon just by saying, ""Alexa."" Prefer Siri? You can still access your phone's built-in voice assistant. The unrivaled microphone system in Bose Headphones 700 adapts to noisy and windy environments so your voice always sounds crystal clear on calls. Your voice sounds clear to your voice assistant, too, so your commands, voice-generated texts, and web searches are captured with unprecedented accuracy. When it comes to noise cancellation, Bose did more than improve the performance - they evolved how you use it. For example, if you're trying to focus in a busy cafe, you can maximize the noise cancelling to eliminate distractions. For times when you'd feel more comfortable hearing the world around you, like if you were walking down a congested city street, you can minimize the noise cancelling so you can hear more of what's going on around you. Fact is, you'll be able to hear the world around you so well, you'll be surprised you're wearing headphones at all. And for all the times where you'd prefer something between these two extremes, there are nine other levels to choose from. When you want to place a coffee order or speak to a coworker, use Conversation Mode. This handy new feature temporarily pauses your content, drops the noise cancelling down to zero, and lets you hear your surroundings for quick conversations. Don't forget about your music. Whether you're listening at low volumes or really want to turn it up, you'll get an immersive listening experience with signature active EQ. Bose Headphones 700 have a stunning new design that features a streamlined stainless-steel headband and a lightweight, comfortable fit for all-day listening. You can manage volume, calls, and music just by touching or swiping the earcup surface. The Bose Music app allows you to personalize your headphone settings so they perform exactly the way you want them to. It also ensures all your Bose smart products work together for a better listening experience. The headphones feature up to 20 hours of wireless battery life and time-based battery power information.   Turn any space into a workplace with powerful noise cancelling, astonishing sound, unrivaled voice pickup. Personalize your environment with 11 levels of noise cancelling - control distractions or let ambient sound in. The unrivaled microphone system isolates your voice so it sounds crystal clear absolutely anywhere. Manage volume, calls, and music just by touching and swiping the earcup surface. Get an immersive listening experience at any volume with signature active EQ. Pick the voice assistant that's right for you. Just press the dedicated VPA button for your Google Assistant - or say ""Alexa."" Or access your phone's native assistant, like Siri. Listen comfortably for hours with a sophisticated design that features a streamlined, lightweight stainless-steel headband and angled earcups for a perfect fit. Customize your controls to prioritize the functions you use most, like noise cancellation levels, voice levels, voice prompts, wake-up words, and more. Get more control from the Bose Music app, which ensures your Bose smart products work together for a more personal experience. Get up to 20 hours of wireless battery life and time-based power information. Bose Headphones 700 are carefully engineered to get better over time. Software updates will automatically add new features to enhance your listening experience.  ",[]
Skull Candy Jib Bluetooth Black,Walmart #  558246137,3.3,202 ratings,$9.99 ,"['Headphone Type', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'Y', '1', 'Multiplatform', 'Bluetooth']",Skullcandy Bluetooth Wireless Jib Bluetooth Wireless In-Ear Earbuds with Mic Black (S2DUW-K003),"['Specifications', 'Comparison Chart']"
JLab Audio Studio Wired On-Ear Headphones - Black,Walmart #  573111976,4.2,174 ratings,$19.88 ,"['Headphone Type', 'Headphone Style', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'On-Ear', 'N', 'Portable electronics', '1', 'None']","Studio comfort, with studio sound. Plug in and GO anywhere with the Studio Headphones, the braided nylon cord is durable to use all day, everyday. C3 Sound delivers crystal, clear, clarity audio so your music sounds perfect every time you plug in. Fold the earcups in for compact size to fit in any bag. These are the perfect go-to headphone. Ultra-plush Faux Leather with Cloud Foam? cushions Tangle-free braided-nylon cord 40mm neodymium drivers with C3? Sound In-line microphone for calls, play/pause & track controls Compact, folding design ","['Ultra-plush Faux Leather with Cloud Foam? cushions', 'Tangle-free braided-nylon cord', '40mm neodymium drivers with C3? Sound', 'In-line microphone for calls, play/pause & track controls', 'Compact, folding design']"
Sony WFXB700 EXTRA BASS True Wireless Earbuds Bluetooth Technology - Black,Walmart #  578648480,3.9,45 ratings,$79.00 ,"['Headphone Type', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['Earbuds', 'Y', 'Portable electronics', 'Smartphone', 'Bluetooth']",Enjoy deep punchy EXTRA BASS sound in a truly wireless headphone. The WF-XB700 truly wireless headphones keep you going with up to 18 hours of battery life plus quick charging. The Ergonomic Tri-hold structure provides a secure fit and the IPX4 design gives you long-lasting sound through rain and sweat. Truly wireless design with BLUETOOTH wireless technology for total freedom EXTRA BASS for deep punchy sound Up to 9hr battery life total 18hr with charging case Easy and clear hands-free calling IPX4 water resistance against rain and sweat Ergonomic design for a secure comfortable fit Quickly access your smartphone’s voice assistant with a quick touch ,"['Truly wireless design with BLUETOOTH wireless technology for total freedom', 'EXTRA BASS for deep punchy sound', 'Up to 9hr battery life total 18hr with charging case', 'Easy and clear hands-free calling', 'IPX4 water resistance against rain and sweat', 'Ergonomic design for a secure comfortable fit', 'Quickly access your smartphone’s voice assistant with a quick touch']"
Beats Solo3 Wireless On-Ear Headphones with Apple W1 Headphone Chip - Black,Walmart #  577569880,4.3,72 ratings,$166.99 ,"['Headphone Type', 'Headphone Style', 'Wireless', 'Recommended Use', 'Wireless Technology']","['On-Ear & Over-Ear', 'On-Ear', 'Y', 'Portable electronics', 'Bluetooth']","Beats Solo3 Wireless on-ear headphones immerse you in rich, award-winning sound everywhere you want to go. With up to 40 hours of battery life, it's your perfect everyday headphone. The Apple W1 chip delivers one-touch pairing with your Apple devices and unique features like Siri integration. The headphone stays true to its predecessor with bold styling and streamlined design. And since it's durable, foldable, and wireless, Beats Solo3 Wireless is the ultimate portable listening device.Beats Solo3 Wireless Headphones:  Connect via Class 1 Bluetooth with your device for wireless listening The award-winning sound and design you've come to love from Beats Up to 40 hours of battery life for multi-day use With Fast Fuel, 5 minutes of charging gives you 3 hours of playback when battery is low Adjustable fit with comfort-cushioned ear cups made for everyday use Sleek, streamlined design that's durable and foldable to go everywhere you do Take calls, control your music and activate Siri with the multifunction on-ear controls Comes in Black, Red, Rose Gold, Satin Silver, and Satin Gold  What's in the Box:  Beats Solo3 wireless headphones Carrying case Universal USB charging cable (USB-A to USB Micro-B) Quick start guide Warranty card ","['Connect via Class 1 Bluetooth with your device for wireless listening', ""The award-winning sound and design you've come to love from Beats"", 'Up to 40 hours of battery life for multi-day use', 'With Fast Fuel, 5 minutes of charging gives you 3 hours of playback when battery is low', 'Adjustable fit with comfort-cushioned ear cups made for everyday use', ""Sleek, streamlined design that's durable and foldable to go everywhere you do"", 'Take calls, control your music and activate Siri with the multifunction on-ear controls', 'Comes in Black, Red, Rose Gold, Satin Silver, and Satin Gold']"
JLab Audio Studio Bluetooth Wireless On-Ear Headphones - Black,Walmart #  573570459,4,223 ratings,$29.83 ,"['Headphone Type', 'Headphone Style', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'On-Ear|DJ', 'Y', 'Home Audio', 'Bluetooth Enabled Devices', 'Bluetooth']","Enjoy all-day comfort and crystal clear music with the JLab Audio Bluetooth Studio Wireless On-Ear Headphones. A long 30+ hour battery life with Bluetooth 5 keeps you going and jamming no matter where you are. Have full control over your music with the touch of a button while you hit the beach, travel, or just relax. Adjust the sound to your preference with EQ3 sound and choose between Signature, Balanced, and Bass Boost. Their ultra-plush Faux Leather and Cloud Foam ear cushions and headband provide a studio look and feel, and the universal microphone allows you to make phone calls while wearing the headphones. Revel in crystal clear sound and ultimate comfort with the JLab Audio Bluetooth Studio Wireless On-Ear Headphones. JLab Audio Bluetooth Studio Wireless On-Ear Headphones, Black:  30+ hour Bluetooth playtime Ultra-plush Faux Leather and Cloud Foam cushions EQ3 Sound Universal microphone allows you to make phone calls Convenient track and volume controls ","['30+ hour Bluetooth playtime', 'Ultra-plush Faux Leather and Cloud Foam cushions', 'EQ3 Sound', 'Universal microphone allows you to make phone calls', 'Convenient track and volume controls']"
Mini Wireless Earbuds Bluetooth 5.0 Earpiece Headphone - Noise Cancelling Sweatproof Headset with Microphone Built-in Mic and Portable Charging Case for iPhone Samsung Smartphones, ,4,473 ratings,$25.99 ,"['Headphone Type', 'Wireless', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'Y', 'Universal; Apple iPhone 8, 8+, x ,7, 7 Plus, 6S, 6S Plus, SE, 5S, 5C, 5; iPod; iPad; Samsung Galaxy; Note; Tab; Amazon Fire; Fire HD; Fire Kids; Dell; Google Nexus; OnePlus; Compatible with all Bluetooth-enabled devices (Bluetooth V2.1 and over)', 'Bluetooth']","Why choose Cshidworld E7 Bluetooth Earbuds?  -Truly Wireless Stereo Earphones, No-cable convoluted, enjoy walk and jog freely -Every earbud can be used as a bluetooth headphone alone.  -Lightweight and small. every earbud weights around 5.0g,wearing cozily -One Button design, one press to pair / play / answer / reject a phone call -Bluetooth V5.0 + Cvc6.0 -Support iOS and Andriod Battery Displaying -Compatible to most bluetooth-enabled devices   Specifications:  Bluetooth: Bluetooth 5.0 Operating Distance: Up to 10m/33ft.(open space)  Earphone Weight (single): 5.0g Charge Port: Micro USB  Package:  ? E7 Bluetooth Earbuds ? Micro USB Charging Cable ? Charge case(350 mAH)   REAL WIRELESS SEPARATE STEREO: Cshidworld TWS technology to make wireless synchronous connection stereo pairing come true. Without any cord troubles you can enjoy sports and music to the full. It has privacy call design, when you have hands-free calls only the main headphone (Left) can transfer voice signal. STORAGE BOX WITH CHARGING FUNCTION: equipped with mini and portable 450 mAh battery charging box, each ear plug 55 mAh, each earbud working time is 2 hours, two is 4 hours, the maximum volume of continuous call or listen to music for 2 hours to 4 hours, it is standby time of 120 hours. Do not worry about the lack of battery power, will not lose any call or stop music. MULTI-FUNCTIONS CONNECTIVITY: Twins mode: use 2 earbuds simultaneously, which means you can share the same music/movies with someone, and can enjoy the stereo sound by using both earbuds; Single mode: choose the right one or the left one, in single earbud mode, each bluetooth headset can connect with two Bluetooth devices like your iPhone or Android phone, iPad, tablet, or laptop; COMFORTABLE AND SECURE FIT:  designed base on thousands people's ear data, perfect angle and 3 sizes of ear cap, suit for most peoples? ear, enjoy most comfortable, fitting, stable wear experience. After-sales Guarantee One Month No Reason Money-Back Guarantee and 12 Months Replacement Warranty, If You Are Not Satisfied with Your Purchase for Any Reason, Please Feel Free To Contact Us at the Buyer Center or Support Email, 24/7 Quick Reply. ","['REAL WIRELESS SEPARATE STEREO: Cshidworld TWS technology to make wireless synchronous connection stereo pairing come true. Without any cord troubles you can enjoy sports and music to the full. It has privacy call design, when you have hands-free calls only the main headphone (Left) can transfer voice signal.', 'STORAGE BOX WITH CHARGING FUNCTION: equipped with mini and portable 450 mAh battery charging box, each ear plug 55 mAh, each earbud working time is 2 hours, two is 4 hours, the maximum volume of continuous call or listen to music for 2 hours to 4 hours, it is standby time\xa0of 120 hours. Do not worry about the lack of battery power, will not lose any call or stop music.', 'MULTI-FUNCTIONS CONNECTIVITY: Twins mode: use 2 earbuds simultaneously, which means you can share the same music/movies with someone, and can enjoy the stereo sound by using both earbuds; Single mode: choose the right one or the left one, in single earbud mode, each bluetooth headset can connect with two Bluetooth devices like your iPhone or Android phone, iPad, tablet, or laptop;', ""COMFORTABLE AND SECURE FIT:\xa0\xa0designed base on thousands people's ear data, perfect angle and 3 sizes of ear cap, suit for most peoples? ear, enjoy most comfortable, fitting, stable wear experience."", 'After-sales Guarantee One Month No Reason Money-Back Guarantee and 12 Months Replacement Warranty, If You Are Not Satisfied with Your Purchase for Any Reason, Please Feel Free To Contact Us at the Buyer Center or Support Email, 24/7 Quick Reply.']"
JLab Audio JBuds Air Executive True Wireless Bluetooth Earbuds + Charging Case - Black - **Updated November 2019!,Walmart #  575963800,3.8,170 ratings,$69.88 ,"['Headphone Type', 'Headphone Style', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'In-Ear|Sport', 'Y', 'Portable electronics', 'iPhone, iPad, Galaxy, One, Surface, Android, iOS, Tablets, Mobile Devices', 'Bluetooth']","Updated November 2019: Improved Bluetooth 5.0 Chipset with enhanced connection and ceramic antenna technology.   Updated November 2019: Reengineered touch sensors provide an even more fluid user experience with touch gestures improved on all controls.   GO Lead.  The JBuds Air Executive keep you GOing for travel and business, with 30+ hours of playtime and dual microphones providing a crystal-clear listening experience for both phone calls and music. From the office to the airport, a 6-hour battery life in each earbud and 24+ extra hours in the case provide all day listening. An ergonomic design plus included Cloud Foam? eartips keep the earbuds comfortable for long days and an IP55 sweat resistance offer the durability you need wherever you go. You can even adjust your sound with our C3 Sound technology, allowing you to choose between three EQ settings; Signature, Balanced, and Bass Boost.   Long Travel Playtime  The earbuds hold a 6-hour battery life and the compact case provides 24+ additional hours of playtime. The JBuds Air Executive automatically start charging when placed in the case, which recharges with the integrated patent-pending USB cable.   C3 Calling  The JBuds Air Executive feature stereo audio and C3 (crystal clear clarity) phone calls from upgraded dual microphones. One mic picks up and eliminates surrounding noise while the other picks up your voice for clear conversations anywhere, anytime.   Auto On & Connect  The earbuds will automatically turn on and connect to each other right out of the case, as well as instant connect to your phone. Utilizing Bluetooth 5, this is our fastest hands-free connection yet.   Control It All  Featuring touch sensors to control all your music and phone calls with just a tap or hold, it?s easy on-the-GO. Turn on or off Be Aware Audio to let ambient noise in for safe listening or zone out to just your music.   Cloud Foam Comfort  Enjoy endless comfort while traveling with the included Cloud Foam? Eartips that mold perfectly in place. Trust the JBuds Air Executive?s durability with an IP55 water and dust resistance. JLab Audio JBuds Air Executive True Wireless Bluetooth Earbuds + Charging Case - Black - C3 Calling with Dual Microphones - Long Travel Playtime - Bluetooth 5.0 Connection - 3 EQ Sound Settings",['360° rotation']
"JLab Audio JBuddies Studio Volume Safe, Folding, Over-ear Kids Headphones with Mic - Graphite/Purple",Walmart #  573112436,4.5,108 ratings,$14.88 ,"['Headphone Type', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['On-Ear & Over-Ear', 'N', '1', '1', 'None']","FITS AGES 6 YEARS OLD AND UP. LIFETIME WARRANTY. ***The Wirecutter's corded headphone pick for older kids and safe listening*** Comfort for home or school. Style to suit any teen. JLab's Over-Ear Cloud Foam cushions offer ultimate comfort for homework session focus? without the rock-star price tag. The smooth-sliding metal adjustments and feather-light build give the long-lasting, all-day comfort kids require. Not to mention they're tested and approved for safe listening for kids with their built in volume-limiter at 85db. OVER EAR COMFORT Over Ear design with comfy Eco Leather? Cushions and padded headband offer all-day comfort for all ages, from grade school tykes to teens. VOLUME SAFE What would great style be without performance? The JBuddies offer safe-volume control, with built-in volume regulators, to ensure kids never rock out past 85db. And each pair is still designed with JLab's high-performance sound standards in mind. ADJUST AND FOLD Whenever, Wherever: Hook up the tangle free, braided-nylon cord equipped with an in-line mic for taking calls, firing up your tunes, pausing them and controlling the tracks on your mix. The 90 degree jack rocks with all devices and cases. And the compact, adjustable headband fits growing kids from ages 6-16. MUSIC TO-GO Built for everyone who loves to rock n? roll, the smooth-sliding metal adjustments and feather-light build are ready to hit the road. The plush circular ear cups rotate 80 degrees and fold up in the palm of your hand so you can bring them wherever life takes you, on or off tour. Compact, adjustable headband fits growing kids from ages 6-16.JLab Audio JBuddies Studio Volume Safe, Folding, Over-ear Kids Headphones with Mic - Graphite/Purple","['Walmart+', 'Grocery Pickup & Delivery', 'MoneyCenter', 'Walmart Credit Card', 'Walmart Pay', 'Weekly Ad', 'Other Services']"
